incident_id,company_name,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,stock_ticker,incident_date,incident_date_estimated,discovery_date,disclosure_date,attack_vector_primary,attack_vector_secondary,attack_chain,attributed_group,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_primary,data_source_secondary,data_source_type,confidence_tier,quality_score,quality_grade,review_flag,direct_loss_usd,direct_loss_method,ransom_demanded_usd,ransom_paid_usd,ransom_source,recovery_cost_usd,legal_fees_usd,regulatory_fine_usd,insurance_payout_usd,total_loss_usd,total_loss_method,total_loss_lower_bound,total_loss_upper_bound,inflation_adjusted_usd,cpi_index_used,price_7d_before,price_disclosure_day,price_1d_after,price_7d_after,price_30d_after,volume_avg_30d_baseline,volume_disclosure_day,sector_index,sector_return_same_period,abnormal_return_1d,abnormal_return_7d,abnormal_return_30d,car_neg1_to_pos1,car_0_to_7,car_0_to_30,car_0_to_90,t_statistic_1d,p_value_1d,t_statistic_30d,p_value_30d,earnings_announcement_within_7d,market_cap_at_disclosure,volume_ratio_disclosure,pre_incident_volatility_30d,post_incident_volatility_30d,days_to_price_recovery,industry_name
2022-1007-001,ToolComposite Defense Co. Ltd.,53071232.49,KR,31-33,,155,False,,2022-10-07,False,2022-12-07,2022-12-20,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,14466.0,financial,"SSO,CRM,backup_systems,payment_systems",59.18,https://www.toolcomposite-defense-co-.com/newsroom/2022/01/security-update,,company_pr,2,98.82,Gold,,6983748.03,calculated,660069.54,475600.52,congressional testimony,7323925.36,1032725.03,,9538312.17,15815998.94,disclosed,10027785.57,26105813.56,17374873.69,CPI-U 2022 (292.655),,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing
2022-1218-001,Houston Management Inc.,38449985.56,US,56,,542,True,HOUS,2022-12-18,False,2022-12-30,2023-01-29,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,,,HR_systems,121.22,https://krebsonsecurity.com/2022/09/houston-management-i-breach-exposes-data/,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001012537&type=8-K&dateb=20220304&owner=include&count=10,verified_media,3,73.31,Silver,,4237981.14,estimated,10240844.79,6596009.29,blockchain analysis,2621398.69,1366711.9,,1845241.56,14822101.02,estimated,11168848.05,22989599.78,16283014.05,CPI-U 2022 (292.655),,,,,,,,,,,,,,,,,,,,,,,,,,,Administrative/Support Services
2023-0214-001,Delhi BioSciences Holdings Ltd.,19776565178.07,IN,62,,111872,False,,2023-02-14,False,2023-02-22,2023-03-18,ddos,,Multi-vector botnet activation → volumetric UDP reflection (900 Gbps peak) → application-layer HTTP/2 flood → 18-hour service degradation,,,,,"VPN,CRM,file_servers,cloud_infrastructure",38.05,https://www.crowdstrike.com/blog/delhi-biosciences-ho-intrusion-analysis-2023/,https://www.cnil.fr/decisions/2023/01/INQ-2023-00036,cybersecurity_firm,2,60.54,Bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare
2021-1203-001,SaveSave Commerce Corp.,118110131055.27,US,44-45,,1136850,True,SAVE,2021-12-03,True,2021-12-14,2022-01-28,data_breach,,Misconfigured cloud storage bucket discovered by automated scanner → bulk data download over 72 hours → data posted to dark web marketplace,,,72028142.0,PII,"VPN,CRM,SSO",,https://www.savesave-commerce-corp.com/newsroom/2021/12/security-update,https://www.bfdi.bund.de/decisions/2021/10/INQ-2021-00037,company_pr,2,85.57,Gold,large_breach_verify,90053977.84,estimated,,,,41399064.05,26181152.84,,35287361.79,157634194.73,disclosed,122351576.93,195793371.33,187029536.87,CPI-U 2021 (270.97),292.13,282.32,272.48,273.39,277.5,2418972.0,5547207.0,S&P 500 Consumer Discretionary,0.001843,-0.034839,-0.031618,-0.017066,-0.04019,-0.031618,-0.017066,0.003751,-3.9218,0.0391,-1.1916,1.0,False,688104409153.04,2.2932,0.034434,0.049604,51.0,Retail Trade
2022-0209-001,Flynn Pharmaceuticals Co. Ltd.,36253095.63,JP,62,,434,False,,2022-02-09,False,2022-02-18,2022-02-26,data_breach,,,Conti,probable,12849.0,PII,CRM,,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001768170&type=8-K&dateb=20220715&owner=include&count=10,https://www.flynn-pharmaceuticals-co-.com/newsroom/2022/07/security-update,sec_filing,1,56.99,Bronze,low_quality_score,7069353.65,estimated,,,,7205616.21,424329.72,367106.99,8730878.79,15066406.57,calculated,9645907.08,18060878.59,16551399.13,CPI-U 2022 (292.655),,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare
2023-1111-001,Hughes Education Corp.,9358322328.66,US,61,,192975,False,,2023-11-11,False,2024-02-14,2024-02-25,ransomware,,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,Royal,unknown,1000.0,health,"website,ERP,email",66.74,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001091884&type=8-K&dateb=20230114&owner=include&count=10,https://www.bleepingcomputer.com/news/security/hughes-education-corp-hit-by-cyberattack-2023/,sec_filing,1,94.57,Gold,,9000000.0,disclosed,4054177.01,1816025.5,blockchain analysis,6310779.69,1160899.11,,4682585.27,18287704.3,estimated,11254433.22,29972684.94,19295892.16,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Education
2025-0901-001,Santos Services Group PLC,4527931829.25,GB,52,,9697,True,SANT.L,2025-09-01,True,2025-09-11,2025-11-10,phishing,,,,,8951.0,PII,"customer_database,website",,https://www.theregister.com/2025/03/02/santos-services-grou_security_incident/,https://www.crowdstrike.com/blog/santos-services-grou-intrusion-analysis-2025/,verified_media,4,98.66,Gold,,3225642.15,estimated,,,,3503433.25,922421.38,,2752984.95,7651496.78,estimated,5383674.24,9536288.7,7651496.78,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Finance & Insurance
2025-1016-001,Gallagher Staffing Ltd.,576231851.27,IL,56,,9593,False,,2025-10-16,False,2025-12-17,2026-02-20,ddos,,,,,,,"payment_systems,active_directory",113.32,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001249119&type=8-K&dateb=20250623&owner=include&count=10,https://www.bleepingcomputer.com/news/security/gallagher-staffing-ltd-hit-by-cyberattack-2025/,sec_filing,1,96.9,Gold,,386961.71,calculated,,,,227835.89,103953.33,,266554.75,718750.93,estimated,595383.23,1016788.72,718750.93,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Administrative/Support Services
2023-0129-001,Sullivan Agency PLC,379566992.25,GB,92,72,3373,False,,2023-01-29,False,2023-02-13,2023-02-24,backdoor,,Exploitation of unpatched VPN appliance → web shell implant → SSH backdoor installed → persistent access maintained for 6+ months → bulk data exfiltration,,,,,"SSO,email",,https://www.cnil.fr/decisions/2023/08/INQ-2023-00042,,gdpr_notification,1,97.35,Gold,,2140482.73,disclosed,,,,2319068.97,483886.25,,2952448.34,4943437.95,disclosed,3891673.49,7898392.07,5215966.09,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Public Administration/Government
2022-1020-001,Flynn Holdings Group Ltd.,160877791.78,AU,52,,410,False,,2022-10-20,False,2022-12-20,2023-02-28,ransomware,ddos,Phishing email with weaponized attachment → credential theft via Mimikatz → lateral movement via RDP/SMB → Active Directory compromise → ransomware deployment across domain-joined hosts,,,,,"backup_systems,customer_database,HR_systems,SSO",134.87,https://www.theregister.com/2022/11/09/flynn-holdings-group_security_incident/,,verified_media,4,59.13,Bronze,low_quality_score,3644588.12,estimated,267396.79,,,3230270.69,388177.88,,1295633.78,7263036.69,estimated,5914500.24,12176617.8,7978904.5,CPI-U 2022 (292.655),,,,,,,,,,,,,,,,,,,,,,,,,,,Finance & Insurance
2022-0424-001,Mantis Lantern Biotech Group AB,455159513.75,SE,62,,2385,False,,2022-04-24,False,2022-05-29,2022-07-23,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,,,27829.0,credentials,"VPN,customer_database,HR_systems,file_servers,backup_systems",17.04,https://www.cnil.fr/decisions/2022/06/INQ-2022-00044,,gdpr_notification,1,71.75,Silver,,13893301.83,estimated,,,,6786101.75,3918781.97,,13347109.61,24598185.55,estimated,19554035.23,30356962.02,27022660.31,CPI-U 2022 (292.655),,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare
2023-0902-001,Anderson Securities Inc.,4681402229.24,US,52,,16493,False,,2023-09-02,False,2023-09-09,2023-10-14,apt,,,Conti,suspected,903745.0,PII,"payment_systems,customer_database,ERP",67.98,https://www.theregister.com/2023/05/10/anderson-securities-_security_incident/,,verified_media,4,75.03,Silver,,74754449.46,calculated,,,,84202280.68,12784318.56,1429526.71,,173170575.41,estimated,129431707.13,218167231.96,182717343.48,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Finance & Insurance
2021-1124-001,Genoa Group S.r.l.,34348692144.96,IT,52,,71320,False,,2021-11-24,False,2021-12-05,2022-01-13,apt,,,Medusa,confirmed,233574.0,credentials,payment_systems,9.85,https://www.mandiant.com/resources/blog/genoa-group-srl-incident-response-2021,,cybersecurity_firm,3,74.21,Silver,,15400000.0,disclosed,,,,12217203.27,4975847.62,,8710578.67,32593050.89,disclosed,19659716.01,39367576.67,38670944.61,CPI-U 2021 (270.97),,,,,,,,,,,,,,,,,,,,,,,,,,,Finance & Insurance
2023-0216-001,Belfast Advisory Ltd.,6350774936.77,GB,54,,21535,True,BEL1.L,2023-02-16,False,2023-04-17,2023-06-02,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,,,228075.0,PII,SSO,134.74,https://www.mandiant.com/resources/blog/belfast-advisory-ltd-incident-response-2023,https://www.ico.org.uk/decisions/2023/11/INQ-2023-00047,cybersecurity_firm,3,69.01,Bronze,,6600000.0,estimated,,,,7810520.87,2001812.7,5640788.44,,22053122.01,calculated,15647587.66,34124120.04,23268894.61,CPI-U 2023 (304.702),89.63,88.44,83.01,85.0,84.22,1542787.0,5105751.0,S&P 500,0.012749,-0.061354,-0.03884,-0.047661,-0.055954,-0.03884,-0.047661,-0.031259,-8.2676,0.0002,-2.571,0.7145,False,35047091917.59,3.3094,0.022985,0.040315,276.0,Professional/Scientific Services
2023-1013-001,DynamicMachine Products Pty Ltd.,93037502.07,AU,31-33,,323,False,,2023-10-13,True,2024-01-15,2024-01-28,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,Hive,confirmed,87460.0,PII,"active_directory,SSO,website,ERP",167.96,https://www.bleepingcomputer.com/news/security/dynamicmachine-products-p-hit-by-cyberattack-2023/,,verified_media,4,70.26,Silver,,30702375.68,estimated,,,,27298599.33,5737118.9,,,63738093.91,estimated,51254807.94,108278677.76,67251928.74,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Manufacturing
2024-1202-001,Munich Genomics GmbH,314057889.27,DE,62,,1759,True,MUNI.DE,2024-12-02,False,2024-12-12,2024-12-25,ransomware,,,,,44647095.0,health,backup_systems,4.0,https://www.ico.org.uk/decisions/2024/10/INQ-2024-00049,https://krebsonsecurity.com/2024/04/munich-genomics-gmbh-breach-exposes-data/,gdpr_notification,1,71.61,Silver,,5400000.0,calculated,208735.35,,,1856058.0,1785199.41,,3654172.91,9041257.41,estimated,7506870.85,11438832.38,9236913.33,CPI-U 2024 (314.69),8.96,8.94,8.54,8.81,8.96,1045477.0,2647005.0,S&P 500 Health Care,-0.00632,-0.044712,-0.014872,0.001871,-0.051419,-0.014872,0.001871,-0.006502,-3.7195,0.14025,0.3742,1.0,False,1924290259.57,2.5319,0.038065,0.063543,17.0,Healthcare
2024-1210-002,Element Sentinel Healthcare Holdings PLC,94307168.16,GB,62,,629,False,,2024-12-10,False,2024-12-16,2025-01-17,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,DarkSide,suspected,2378160.0,credentials,"payment_systems,SSO,active_directory,email,manufacturing_OT",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001055642&type=8-K&dateb=20240705&owner=include&count=10,,sec_filing,1,96.25,Gold,,345832.75,estimated,,,,262774.12,99962.99,,,708569.86,estimated,433464.05,990601.01,723903.56,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare
2024-1009-001,Delacroix Brands Holdings Inc.,271470360.97,US,44-45,,3950,False,,2024-10-09,True,2024-10-15,2024-10-31,ddos,,Multi-vector botnet activation → volumetric UDP reflection (900 Gbps peak) → application-layer HTTP/2 flood → 18-hour service degradation,Turla,suspected,,,"manufacturing_OT,CRM,SCADA,website,SSO",6.74,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001538807&type=8-K&dateb=20240324&owner=include&count=10,https://www.aepd.es/decisions/2024/07/INQ-2024-00051,sec_filing,1,87.41,Gold,,24432332.49,estimated,,,,25869588.47,3428991.02,,,53730911.98,estimated,33217535.09,86506392.97,54893667.42,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Trade
2024-0915-001,ServiceLink Staffing Inc.,27180206.2,CA,56,,862,False,,2024-09-15,False,2024-09-20,2024-10-21,malware,,,APT28,probable,14963.0,health,ERP,16.93,https://www.mandiant.com/resources/blog/servicelink-staffing-incident-response-2024,,cybersecurity_firm,3,98.74,Gold,,481806.12,estimated,,,,163557.03,153929.58,1454846.19,502066.22,2254138.92,disclosed,1655650.85,2603000.46,2302919.26,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Administrative/Support Services
2025-1217-001,Sovereign Wisdom Academy Ltda.,1527242577.22,BR,61,52,20259,False,,2025-12-17,False,2025-12-31,2026-01-13,supply_chain,,,Akira,suspected,,,"VPN,payment_systems",66.67,https://www.bfdi.bund.de/decisions/2025/07/INQ-2025-00053,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001124052&type=8-K&dateb=20250722&owner=include&count=10,gdpr_notification,1,79.56,Silver,,6400000.0,calculated,,,,4441014.62,1078617.46,,4967314.55,11919632.08,calculated,7558183.46,16736893.78,11919632.08,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Education
2025-0315-001,PortAero Logistics Ltd.,7894976366.24,AU,48-49,,49322,True,PORT.AX,2025-03-15,False,2025-03-27,2025-04-26,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Sandworm,probable,262240.0,credentials,"active_directory,HR_systems",,https://krebsonsecurity.com/2025/03/portaero-logistics-l-breach-exposes-data/,https://www.portaero-logistics-ltd.com/newsroom/2025/04/security-update,verified_media,3,82.7,Silver,,,,,,,,,,,,,,,,,81.14,76.8,74.11,73.61,73.6,80420.0,301598.0,S&P 500 Industrials,0.012774,-0.03509,-0.041592,-0.041634,-0.033648,-0.041592,-0.041634,-0.02097,-2.0949,0.95255,-2.5437,0.72815,False,40865092835.25,3.7503,0.020935,0.028989,249.0,Transportation/Warehousing
2025-1231-001,Lambert MedTech Co.,288092661.28,US,62,,1744,False,,2025-12-31,False,2026-02-02,2026-02-14,ransomware,,,DarkSide,suspected,1344167.0,PII,SSO,5.23,https://www.mandiant.com/resources/blog/lambert-medtech-co-incident-response-2025,,cybersecurity_firm,3,82.11,Silver,,9944830.62,disclosed,93173.95,,,10655366.28,896669.47,,7135514.59,21496866.37,calculated,12955041.82,28059269.0,21496866.37,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Healthcare
2024-0920-001,Obsidian Bravo Components Corp.,208580343.2,CA,31-33,,1344,True,OBC.TO,2024-09-20,False,2024-09-22,2024-10-08,supply_chain,,,DarkSide,confirmed,,,"ERP,payment_systems",203.17,https://www.obsidian-bravo-components.com/newsroom/2024/08/security-update,https://unit42.paloaltonetworks.com/threat-brief-obsidian-bravo-compo-2024/,company_pr,2,93.17,Gold,,35492525.87,disclosed,,,,27083890.26,4764617.92,,30371489.08,67341034.05,estimated,54158270.32,106380063.69,68798317.22,CPI-U 2024 (314.69),11.73,11.5,11.18,11.13,11.45,1619974.0,3024755.0,S&P 500 Industrials,-0.013264,-0.027637,-0.032172,-0.004185,-0.024408,-0.032172,-0.004185,-0.003292,-5.5274,0.0002,-0.1315,1.0,False,1177341674.31,1.8672,0.036355,0.063809,57.0,Manufacturing
2024-0515-001,Phoenix Development Group Inc.,465936796.14,US,53,,961,False,,2024-05-15,False,2024-05-21,2024-06-11,phishing,ddos,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,Royal,suspected,,,"SCADA,ERP",,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001040932&type=8-K&dateb=20241020&owner=include&count=10,,sec_filing,1,81.21,Silver,,800000.0,calculated,,,,842777.17,178269.0,,970489.13,1821046.17,estimated,1506954.57,2193416.29,1860454.24,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Real Estate
2022-0103-001,WireAlgo Security S.p.A.,41634299.85,IT,51,,122,False,,2022-01-03,True,2022-02-02,2022-03-05,phishing,,Spear-phishing campaign targeting finance team → credential harvesting through cloned SSO portal → email account compromise → BEC wire transfer or data exfiltration,,,472363.0,IP,"active_directory,SCADA,file_servers,SSO,payment_systems",,https://www.theregister.com/2022/04/14/wirealgo-security-sp_security_incident/,https://unit42.paloaltonetworks.com/threat-brief-wirealgo-security-sp-2022/,verified_media,4,72.06,Silver,,2400000.0,calculated,,,,2046294.79,612886.4,333129.32,,5392310.51,estimated,4345198.58,7854356.6,5923793.64,CPI-U 2022 (292.655),,,,,,,,,,,,,,,,,,,,,,,,,,,Information/Tech
2025-0331-001,Kowalski Electric Holdings Inc.,20438774030.52,US,22,,97775,True,KOWA,2025-03-31,False,2025-05-03,2025-05-14,apt,,Zero-day exploit in edge device → fileless implant in memory → scheduled task persistence → low-and-slow data staging → encrypted exfiltration over DNS tunneling,,,307225.0,credentials,file_servers,33.12,https://www.mandiant.com/resources/blog/kowalski-electric-ho-incident-response-2025,,cybersecurity_firm,3,80.82,Silver,,19800000.0,disclosed,,,,9059119.9,3997054.29,,10513415.45,32856174.19,disclosed,20674821.52,48746614.24,32856174.19,CPI-U 2025 (321.5),152.44,146.84,137.84,140.57,143.29,7263232.0,15576359.0,S&P 500 Utilities,0.024826,-0.06131,-0.042705,-0.024143,-0.060779,-0.042705,-0.024143,-0.031756,-4.9885,0.0002,-3.8239,0.08805,False,85449789170.1,2.1445,0.020593,0.03258,164.0,Utilities
2025-0408-001,Ember Sequoia Retail Inc.,3109876651.3,US,44-45,,18523,False,,2025-04-08,False,2025-04-23,2025-05-03,ddos,backdoor,,,,,,ERP,,https://www.mandiant.com/resources/blog/ember-sequoia-retail-incident-response-2025,,cybersecurity_firm,3,70.63,Silver,,4247291.27,calculated,,,,2345523.96,495352.39,,3895904.72,7088167.62,estimated,5100503.79,10642877.76,7088167.62,CPI-U 2025 (321.5),,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Trade
2024-0330-001,Dallas Markets Holdings Inc.,58693712.3,TW,44-45,,539,False,,2024-03-30,False,2024-04-13,2024-05-20,trojan,phishing,Drive-by download from compromised ad network → remote access trojan deployment → keylogger activation → credential theft → lateral movement to file servers,DarkSide,suspected,10358.0,health,"customer_database,cloud_infrastructure,active_directory",,https://www.cnil.fr/decisions/2024/12/INQ-2024-00061,https://krebsonsecurity.com/2024/05/dallas-markets-holdi-breach-exposes-data/,gdpr_notification,1,84.59,Silver,,6300000.0,disclosed,,,,6426212.39,1710844.41,,5208317.44,14437056.8,estimated,9147577.92,24985142.49,14749479.68,CPI-U 2024 (314.69),,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Trade
2023-0907-001,Hamburg Group SE,3255846565.43,DE,44-45,,49709,False,,2023-09-07,False,2023-09-18,2023-11-17,malware,,Trojanized installer via SEO-poisoned download → fileless PowerShell execution → registry run-key persistence → credential dumping via LSASS → data staged for exfil,,,34454.0,IP,"payment_systems,file_servers,SSO",180.85,https://www.ico.org.uk/decisions/2023/11/INQ-2023-00062,,gdpr_notification,1,78.02,Silver,,25006509.07,disclosed,,,,21312982.54,4729371.64,,,51048863.25,estimated,38804546.49,89517670.06,53863150.01,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Trade
2023-0206-001,AcumenAnalytic Partners Group SA,471326062.17,FR,54,,1882,False,,2023-02-06,False,2023-02-09,2023-02-21,supply_chain,,Compromised third-party software update → trojanized DLL sideloaded → C2 beacon established → persistent access across customer environments,RansomHub,probable,,,"CRM,SCADA,manufacturing_OT",,https://www.ico.org.uk/decisions/2023/01/INQ-2023-00063,,gdpr_notification,1,63.94,Bronze,,30797196.76,disclosed,,,,17115780.84,7328014.51,,,55240992.11,calculated,33539171.91,87352964.08,58286387.89,CPI-U 2023 (304.702),,,,,,,,,,,,,,,,,,,,,,,,,,,Professional/Scientific Services
